Name,Brand,Condition,ROM,Warranty,Min_Price ($),Max_Price ($),Shipment_Cost ($),Sold_Count
Samsung Galaxy A15 Black For Total Wireless Smartphone – New Sealed,Samsung,Open Box,128GB,0,54.99,54.99,0,0
Apple iPhone 14 Plus,Apple,Very Good - Refurbished,512GB,0,293.97,302.25,0,19
⚡45W Type USB C Super Fast Wall Charger 6ft Cable For Samsung Galaxy S22 S23 S21,Unbranded,Brand New,,0,1.99,1.99,0,0
New ListingiPhone 15,Apple,Pre-Owned,128GB,0,380,380,0,0
New Listing FOR PARTS Apple iPhone 16e MD0D4LL A Black LOCK,Apple,Parts Only,128GB,0,159.99,159.99,0,0
Apple iPhone 15 PLUS eSim CDMA,Apple,Open Box,512GB,0,459.88,459.88,0,11
New ListingMotorola Moto G Power 2025 Slate Gray 6 8 in XT2515V,Motorola,Open Box,128GB,0,154.98,154.98,0,0
Motorola Moto G Stylus 2025 Cricket Wireless,Motorola,Brand New,128GB,0,139.95,139.95,0,101
NEW SEALED Samsung Galaxy S23 Plus SM S916U,Samsung,Brand New,256GB,0,416,458,0,8
Apple iPhone 16 White Good,Apple,Good - Refurbished,128GB,0,504.89,504.89,0,0
Samsung Galaxy Note 20 Boost T Mobile AT&T Verizon Mint SM N981U,Samsung,Open Box,,0,189.99,239.99,0,0
Google Pixel 9 Pro XL Obsidian Black,Google,Open Box,256GB,0,579.99,579.99,0,40
Apple iPhone 6 Verizon ATT Gray Silver,Apple,Pre-Owned,64GB,0,43,80,0,52
APPLE IPHONE 12 MINI MG613LL A 5 4 AT&T WHITE,Apple,Pre-Owned,64GB,0,139.99,139.99,0,0
Samsung Galaxy Note 20 Boost T Mobile AT&T Verizon Mint SM N981U,Samsung,Open Box,,0,189.99,239.99,0,0
Google Pixel 9 Pro XL Obsidian Black,Google,Open Box,256GB,0,579.99,579.99,0,40
Apple iPhone 14 Pro Max,Apple,Good - Refurbished,128GB,0,413,493,0,12
Motorola Moto G 2025 6 7 HD 50MP Cricket wireless,Motorola,Brand New,128GB,0,72.88,72.88,0,116
Apple iPhone 15 PLUS eSim CDMA,Apple,Open Box,512GB,0,459.88,459.88,0,11
Qualcomm Globalstar GSP 1600 Tri Mode Satellite Phone,Qualcomm,Brand New,,0,139.9,139.9,0,0
45W Super Fast Charging Type C Wall Charger Cable For Samsung Galaxy S20 S22,Unbranded,Brand New,,0,1.99,1.99,0,204
Samsung Galaxy S21 S991U VERIZON ATT TMOBILE OPEN BOX,Samsung,Open Box,128GB,1 YEAR WARRANTY,159.48,179.48,0,0
Motorola Moto G Power 2022 12 Gray XT2165 2,Motorola,Pre-Owned,64GB,0,49.99,49.99,0,0
Samsung Galaxy S10 S10 Plus S10e,Samsung,Very Good - Refurbished,128GB,0,175.7,175.7,0,23
Apple iPhone 14 Pro,Apple,Very Good - Refurbished,256GB,0,409.99,409.99,0,236
Samsung Galaxy S22 S901U T Mobile Verizon Mint Boost AT&T Straight Talk,Samsung,Open Box,,0,142.49,199.49,0,0
Samsung Galaxy S9 Plus S9 Plus G965U AT&T T Mobile Boost Mint Verizon,Samsung,Excellent - Refurbished,,0,113.99,170.99,0,0
Apple iPhone 15 Pro Max 6 7 Black Titanium A2849 w,Apple,Good - Refurbished,256GB,0,566,566,0,0
Samsung Galaxy A53 SM A536U1 Black Clean ESN Good Z3E,Samsung,Good - Refurbished,128GB,0,104.95,104.95,0,0
Super PD Power Adapter Duo Wall Charger Cable For Samsung For Google Android,,Brand New,,0,1.89,1.89,0,0
Apple iPhone 13 mini A2481 Good,Apple,Good - Refurbished,256GB,0,254,254,0,21
Apple iPhone 7 AT&T Verizon T Mobile,Apple,Pre-Owned,32GB,0,54.99,79.99,0,0
NEW SEALED Samsung Galaxy S23 Plus SM S916U,Samsung,Brand New,256GB,0,416,458,0,0
NEW SEALED Samsung Galaxy S22 Ultra S908U,Samsung,Brand New,128GB,0,283.66,357.66,0,0
Samsung Galaxy S22 128 Used Good,Samsung,Pre-Owned,256GB,0,159.99,184.99,0,0
New Sealed Samsung Galaxy S24 Plus SM S926U,Samsung,Brand New,256GB,0,542.66,542.66,0,0
U S Carrier Samsung Galaxy S25 Ultra Grade A,Samsung,Pre-Owned,512GB,0,806.99,879.99,0,0
Apple iPhone 13 Pro with Original Box,Apple,Pre-Owned,128GB,0,328,328,0,0
Samsung Galaxy S22 Ultra SM S908U Phantom Black C Heavy Burn,Samsung,Pre-Owned,128GB,0,198,198,0,0
Sonim XP5s Verizon Black,Sonim,Very Good - Refurbished,,0,29,29,0,0
Samsung Galaxy S21 Plus G996U T Mobile Mint Straight Talk Boost ATT,Samsung,Excellent - Refurbished,,0,169.99,219.99,0,0
Apple iPhone 13 Verizon Free Ship!,Apple,Pre-Owned,128GB,0,216,354,0,26
Motorola Moto G Power 2025 XT2515 1 Slate Gray,Motorola,Open Box,128GB,0,169.98,169.98,0,19
Apple iPhone 14 Plus CDMA,Apple,Excellent - Refurbished,512GB,0,329.88,329.88,0,0
Google Pixel 8 8 Pro T Mobile AT&T Verizon Good,Google,Good - Refurbished,256GB,0,219.99,344.99,0,13
Apple iPhone 15 Pro A2848 Natural Titanium C,Apple,Pre-Owned,128GB,0,395.63,395.63,0,24
Samsung Galaxy S25 NAVY BLUE SM S931U1,Samsung,Very Good - Refurbished,128GB,0,399,399,0,0
Apple iPhone 14 Verizon AT&T T Mobile,Apple,Excellent - Refurbished,128GB,0,312.99,388.99,0,0
Apple iPhone 12 Pro,Apple,Very Good - Refurbished,128GB,0,247,268,0,12
Apple iPhone 14 Pro 6 1 Black A2650 w 1 Year,Apple,Good - Refurbished,128GB,0,370.72,370.72,0,331
Samsung Galaxy S20 G981U Mint T Mobile Verizon Straight Talk Boost,Samsung,Open Box,,0,142.49,180.49,0,0
New Apple iPhone 13 A2482 All Mobile Carriers,Apple,Brand New,128GB,0,349.99,349.99,0,147
Apple iPhone 16 AT&T T Mobile Verizon,Apple,Very Good - Refurbished,128GB,1 YEAR WARRANTY,521.95,521.95,0,215
Apple iPhone 12,Apple,Good - Refurbished,64GB,0,140,217,0,56
Apple iPhone 15 6 1 Black A2846 w 1 Year,Apple,Good - Refurbished,128GB,0,386.92,386.92,0,284
Samsung Galaxy Z Flip 7 Carrier Jet Black,Samsung,Open Box,256GB,0,689.98,689.98,0,65
Apple iPhone 13 mini AT&T T Mobile Verizon,Apple,Very Good - Refurbished,128GB,1 YEAR WARRANTY,237.95,237.95,0,1279
45W Super Fast Wall Charger Type USB C 6FT Cable For Samsung Galaxy S22 S21 S20,,Brand New,,0,1.99,1.99,0,0
Hello Kitty Flip Phone With Camera Kawaii 2025 Sanrio Cartoon Kids Phone,,Open Box,,0,45.66,45.66,0,0
NEW SEALED Samsung Galaxy S20 Ultra SM G988U1,Samsung,Brand New,128GB,0,235,235,0,535
Apple iPhone 16 Pro Max 256 Titanium eSIM Open BOX,Apple,Open Box,512GB,0,969.99,1029.99,0,0
Samsung Galaxy S10 S10 Plus S10e,Samsung,Very Good - Refurbished,128GB,0,161.45,175.7,0,0
RED Hydrogen One Gray Shadow 12 H1A1000 Verizon Only Good,Red,Pre-Owned,128GB,0,43.96,43.96,0,0
Honor Magic 8 Pro BLACK US Stock,Honor,Brand New,512GB,0,1069,1069,0,0
Samsung Galaxy A16 Blue Black Smartphone T Mobile Metro ONLY SM A166U,Samsung,Brand New,128GB,0,119.94,119.94,0,162
Apple iPhone 15 Pro 6 1 Black Titanium A2848 w Year,Apple,Good - Refurbished,512GB,0,513.67,513.67,0,58
Apple iPhone 14 Pro Max 6 7 Deep Purple A2651 w,Apple,Good - Refurbished,128GB,0,439,439,0,835
Motorola Moto G Stylus 2025 XT2517 Smartphone Sealed,Motorola,Brand New,256GB,0,299.99,299.99,0,0
Apple iPhone 16,Apple,Excellent - Refurbished,128GB,1 Year Warranty,539,539,0,45
TCL NXTPAPER 60 Ultra 7 2in Bundle T Pen MagFlip,TCL,Brand New,512GB,0,899,899,0,13
Apple iPhone 7 Plus AT&T T Mobile Verizon Good,Apple,Good - Refurbished,32GB,0,89.99,99.99,0,17
New ListingApple iPhone 12 A2172 6 1 Black IOS 26 2,Apple,Pre-Owned,256GB,0,189.95,189.95,0,0
Samsung Galaxy S23 Phantom Black Used LCD Defective,Samsung,Pre-Owned,128GB,0,149.99,149.99,0,0
Samsung Galaxy S10 S10e G970U Note 9 T Mobile TRADE IN PROMO ONLY,Samsung,Excellent - Refurbished,,0,129.99,129.99,0,0
Apple iPhone 14 Plus Verizon AT&T SmartPhone,Apple,Pre-Owned,256GB,0,259,403,0,0
Apple iPhone 16 Smartphone A3081,Apple,Good - Refurbished,128GB,1 Year Warranty,509,509,0,0
Google Pixel 9 Good,Google,Good - Refurbished,128GB,0,343.99,343.99,0,0
NEW Verizon Blackberry Bold 9650 Smartphone Cell Phone,BlackBerry,Open Box,,0,50,50,0,0
Apple iPhone 15,Apple,Excellent - Refurbished,512GB,0,519.83,519.83,0,0
Samsung Galaxy Z Fold3 SM F926U Smartphone,Samsung,Good - Refurbished,256GB,0,299.99,309.99,0,0
NEW SEALED Samsung Galaxy S21 Plus SM G996U US,Samsung,Brand New,256GB,0,195,195,0,85
✨NEW SEALED SAMSUNG GALAXY S20FE S21 S22 S22 ULTRA ATT VERIZON T MOBILE ✨,Samsung,Brand New,,0,142,390,0,0
Apple iPhone 15 Pro Choose your Color,Apple,Excellent - Refurbished,,0,499.99,569.99,0,0
Boost Mobile Samsung Galaxy A25 SM A256E 6 5'' RAM 2 4 GHz 🔒🆕,Samsung,Brand New,128GB,0,129,129,0,0
Apple iPhone 14 AT&T T Mobile Verizon,Apple,Good - Refurbished,256GB,1 YEAR WARRANTY,289.95,289.95,0,54
DOOGEE Blade 20 Turbo Rugged Phone 10300mAh Android 15,Doogee,Brand New,32GB,0,269,269,0,0
Samsung Galaxy S10 Plus AT&T Verizon T Mobile Sprint Open Box,Samsung,Excellent - Refurbished,,1 YEAR WARRANTY,158.48,179.48,0,431
TECNO Camon 19 Model C16n RAM Color: Green & White,Tecno,Brand New,128GB,0,180,180,0,0
Apple iPhone SE 3rd Gen 2022 AT&T T Mobile,Apple,Pre-Owned,64GB,0,119.99,179.99,0,59
NEW Samsung Galaxy S22 Ultra S908U 128G 256G CDMA,Samsung,Brand New,512GB,0,271.55,349.55,0,0
NEW Motorola Moto G 2025 XT2513 1 🔓 Forest Gray US,Motorola,Open Box,128GB,0,149.95,149.95,0,247
Samsung Galaxy A26,Samsung,Brand New,128GB,0,189.99,189.99,0,119
NEW i17 Pro Max 16 8000mAh 7 3 inch Android Phone Global Unlock,Unbranded,Brand New,1TB,0,135.99,159.98,0,0
Cat S62 Pro Smartphone RAM FLIR 5 7 Rugged Used,CAT,Pre-Owned,128GB,0,259.99,259.99,0,0
Samsung Galaxy Tab S10 FE Wifi Gray,Samsung,Excellent - Refurbished,128GB,0,319.95,319.95,0,0
NEW SEALED Samsung S23 Ultra S918U CDMA Smartphone,Samsung,Brand New,256GB,0,427.47,427.47,0,0
Samsung Galaxy S21 Fe 6 4in,Samsung,Excellent - Refurbished,128GB,1 Year Warranty,158,158,0,0
Apple iPhone 13 Pro,Apple,Very Good - Refurbished,512GB,0,389.99,389.99,0,0
Samsung Galaxy S23 S911U1,Samsung,Excellent - Refurbished,128GB,0,246.99,329.95,0,77
Kyocera DuraForce Pro 3 E7200 Verizon Black,Kyocera,Very Good - Refurbished,128GB,0,449.99,449.99,0,0
SKY Devices Elite OctaPlus Wi Fi Only 8 Tablet New Open Box Item,Sky Devices,Open Box,32GB,0,59,59,0,0
NEW Motorola Moto G Stylus 2025 XT2517 🔓 1 Year,Motorola,Open Box,128GB,0,219.5,219.5,0,34
Samsung Galaxy S23 SM S916U CDMA Good,Samsung,Good - Refurbished,256GB,0,259.88,259.88,0,7
Sonim XP Pro X800 Verizon Black,Sonim,Very Good - Refurbished,256GB,0,399.99,399.99,0,0
Google Pixel 7 Pro Snow,Google,Excellent - Refurbished,128GB,0,229.99,229.99,0,0
iPhone 13 Black Good,Apple,Good - Refurbished,128GB,0,240,240,0,56
Samsung Galaxy S23 Lavender 128,Samsung,Very Good - Refurbished,,0,232.99,232.99,0,0
Samsung Galaxy A15 Android 15,Samsung,Brand New,,0,119.99,119.99,0,348
Samsung Galaxy S23 Used,Samsung,Pre-Owned,256GB,0,179.99,234.99,0,131
New ListingApple iPhone 5c Functional Clean IMEI,Apple,Pre-Owned,32GB,0,30,30,0,0
UMIDIGI F3S 6 7'' NFC 48MP Octa Core Android Smartphone,UMIDIGI,Brand New,128GB,0,115.09,115.09,0,0
Apple iPhone 14 Plus MQ3R3LL A Midnight Total By Verizon,Apple,Brand New,128GB,0,399.99,399.99,0,0
Samsung Galaxy S21 Ultra SM G998U1 Good,Samsung,Good - Refurbished,128GB,0,208.99,259.95,0,85
KYOCERA E4830 DuraXE EPIC AT&T 5MP CAMERA UP TO PHONE NON RETAIL BOX 10,Kyocera,Brand New,48GB,0,117.84,117.84,7.99,13
Apple iPhone 15 Pro Natural Titanium,Apple,Parts Only,128GB,0,399.99,399.99,0,0
Apple iPhone 6S A1688 Space Grey Grade C Read,Apple,Pre-Owned,32GB,0,26.99,26.99,0,0
Motorola Moto G RAM Verizon Prepaid Sage Green,Motorola,Brand New,128GB,0,44.95,44.95,0,45
google pixel 10 pro 128 Obsidian Any Carrier,Google,Open Box,,0,625,625,0,0
New Sealed Apple iPhone 13 MINI A2481 2 YEAR,Apple,Brand New,128GB,0,340.88,413.11,0,0
Google Pixel 6 Pro Stormy Black,Google,Excellent - Refurbished,256GB,0,189.99,189.99,0,0
Schok Volt SV55 Smartphone Black WiFi New,,Brand New,,0,36,36,7.99,19
TCL NXTPAPER 60 Ultra 7 2in Bundle T Pen MagFlip,TCL,Brand New,512GB,0,899,899,0,13
New Samsung Note 20 Ultra SM N986U Mystic Black T Mobile AT&T,Samsung,Brand New,512GB,0,498.98,498.98,0,0
Google Pixel 9 Pro XL GGX8B Hazel,Google,Very Good - Refurbished,128GB,0,470.99,470.99,0,86
HTC U23 Pro RAM 6 7 OLED 108MP,HTC,Brand New,256GB,0,275.99,275.99,0,0
New Apple iPhone 13 A2482 Locked To Cricket Wireless Open Box,Apple,Open Box,128GB,0,249.95,249.95,0,74
Apple iPhone 12 AT&T T Mobile,Apple,Pre-Owned,64GB,0,159.99,199.99,0,14
New Samsung Galaxy Note 20 Ultra SM N986U CDMA,Samsung,Brand New,128GB,0,239.33,251.46,0,0
Motorola Edge 2025 XT2519 1 T Mobile,Motorola,Excellent - Refurbished,256GB,0,219.99,219.99,0,0
Apple iPhone 14 6 1 Purple A2649 w 1 Year,Apple,Good - Refurbished,128GB,0,278,278,0,328
Midnight iPhone 13 Cricket Carrier Only,Apple,Brand New,128GB,0,263,263,0,12
SAMSUNG GALAXY S22 ULTRA S21 Ultra All Color,Samsung,Brand New,512GB,0,271,390,0,0
Samsung Galaxy S21 S991U VERIZON ATT TMOBILE OPEN BOX,Samsung,Open Box,128GB,1 YEAR WARRANTY,159.48,179.48,0,0
Apple iPhone 6 Space Gray Gold AT&T Verizon,Apple,Pre-Owned,64GB,0,40,84,0,0
Samsung Galaxy S22 Plus S906U Verizon Straight Talk T Mobile Mint,Samsung,Open Box,,0,169.99,199.99,0,0
🔥 OPPO Reno13 F – RAM – Smartphone – Graphite Gray,OPPO,Brand New,256GB,0,390,390,0,0
Apple iPhone 13 A2482,Apple,Very Good - Refurbished,128GB,0,270.99,270.99,0,0
Samsung Galaxy A15 SM A156U Blue Black Verizon Prepaid,Samsung,Open Box,128GB,0,54.98,54.98,0,198
NEW SEALED Samsung Galaxy S20 Ultra SM G988U1,Samsung,Brand New,128GB,0,215,215,0,0
Apple iPhone 15 ATT TMobile Verizon Metro,Apple,Excellent - Refurbished,256GB,1 YEAR WARRANTY,439.48,479.48,0,0
Samsung Galaxy A56 A566E New,Samsung,Brand New,128GB,0,319.95,319.95,0,23
Apple iPhone 12 Pro Gold,Apple,Pre-Owned,128GB,0,259.99,259.99,0,0
45W PD Super Fast Wall Charger Type C Cable For Samsung Galaxy S23 S22 S21 S20,,Brand New,,0,1.99,1.99,0,0
ASUS ROG Phone 9 Pro Edition RAM Global AI2501 Phantom Black,ASUS,Brand New,1TB,0,1899,1899,0,0
20W USB C Fast Charger PD Adapter Cable For iPhone 14 13 12 11 XR X Pro iPad,Unbranded,Brand New,,0,1.99,1.99,0,0
NEW Motorola Moto EDGE 2025 XT2519 🔓 Deep Forest 1 Year,Motorola,Open Box,256GB,0,289,289,0,62
Apple iPhone 13 Mint Colors Available,Apple,Pre-Owned,128GB,0,233,335,0,0
Apple iPhone 12 Pro Max with FACE ID Sealed in box,Apple,Pre-Owned,128GB,0,312.56,387.81,3,0
Apple iPhone 13 Pro Max,Apple,Very Good - Refurbished,128GB,0,388,468,0,0
20w Fast Charge Charger Cable For iPhone 14 13 12 11 10 8 6 5 XR for iPad、iPOD,,Brand New,,0,3.99,3.99,0,0
Unihertz Jelly 2E New Choice for a Mini Phone Android 12 Smartphone,Unihertz,Brand New,,0,159.99,159.99,0,552
Google Pixel 8a,Google,Excellent - Refurbished,128GB,0,262.99,318.99,0,0
Samsung Note 10 Plus N975U Straight Talk Verizon Mint T Mobile Boost,Samsung,Open Box,,0,180.49,227.99,0,0
Motorola Razr Plus 2025 Pantone Mocha Mousse,Motorola,Open Box,256GB,0,429.98,429.98,0,0
DOOGEE S200 Rugged Smartphone 10100mAh Android 14 Rugged,Doogee,Brand New,32GB,0,289.99,289.99,0,0
45W Type USB C Super Fast Wall Charger Cable For Samsung Galaxy S23 S22 S21 MO,Unbranded,Brand New,,0,1.99,1.99,0,0
Samsung Galaxy S23 Green 128 Good,Samsung,Good - Refurbished,,0,212.99,212.99,0,0
Apple iPhone 11 Black A2111,Apple,Excellent - Refurbished,64GB,0,188.95,188.95,0,94
Samsung Galaxy A23 ✨ Awesome Black SM A236V OPEN BOX,Samsung,Open Box,64GB,0,103.99,103.99,0,0
New Samsung Galaxy A15 Blue Black SM A156U Sealed,Samsung,Brand New,128GB,0,129.99,129.99,0,0
Apple iPhone XS,Apple,Pre-Owned,64GB,0,113,177,0,0
Apple iPhone 13 Mini A2481 In Box 100% Battery Health,Apple,Open Box,256GB,0,344.95,344.95,0,12
APPLE IPHONE 17 PRO MAX ORANGE ✅PHYSICAL SIM CARD TRAY ✅❖SEALED❖,Apple,Brand New,256GB,0,1698.95,1698.95,0,0
New Samsung Galaxy A56 Ram Android SmartPhone 2025,Samsung,Brand New,128GB,0,335.95,389.7,0,184
Google Pixel 8 Black Obsidian MORE,Google,Excellent - Refurbished,128GB,0,269.99,269.99,0,0
Apple iPhone 11 Red Verizon MWKP2LL A GRADE B No SIM,Apple,Pre-Owned,64GB,0,139.95,139.95,0,388
Android Smartphone Cellphone,,Pre-Owned,,0,18.99,18.99,0,428
B STOCK SKY Devices Elite 6Max Smartphone,Sky Devices,Pre-Owned,32GB,0,24.99,24.99,0,0
Samsung Galaxy S20 Ultra Black Grey,Samsung,Brand New,128GB,0,249.99,249.99,0,72
Motorola Razr 2024 Boost Mobile Gray XT2453 3 Good Cond,Motorola,Pre-Owned,256GB,0,179.95,179.95,0,0
Samsung Galaxy S22 Plus SM S906U Smartphone,Samsung,Brand New,128GB,0,289.99,329.99,0,0
Apple iPhone 8 Gold Silver or Gray,Apple,Pre-Owned,64GB,0,77,144,0,0
New in Sealed Box Apple iPhone 11 PRO MAX A2161 Smartphone GREY,Apple,Brand New,512GB,0,436.99,436.99,0,0
Apple iPhone XR A1984 Blue 📱 AT&T T Mobile Verizon,Apple,Open Box,64GB,0,174.99,174.99,0,1134
Apple iPhone 13 Mini,Apple,Excellent - Refurbished,512GB,0,245.99,245.99,0,0
65W PD Super Fast Charger Plug 3ftCable For Samsung Galaxy S22 S23 S24 ultra A53,,Brand New,,0,1.82,1.82,0,0
Unihertz Jelly Star Smartphone Android 13 With LED Light NFC,Unihertz,Brand New,256GB,0,209.99,209.99,0,314
Motorola Razr Plus Black XT2321 3 Spectrum Functional DG9338,Motorola,Pre-Owned,256GB,0,99.7,99.7,2.99,0
Apple iPhone 14 Plus Midnight AT&T T Mobile Verizon,Apple,Pre-Owned,128GB,0,269.89,269.89,0,0
Blackview BV6200 13000mAh Rugged Smartphone Android 13 13MP,Blackview,Open Box,64GB,0,99,99,0,79
Samsung Galaxy S10 S10 Plus S10e,Samsung,Very Good - Refurbished,128GB,0,161.45,175.7,0,0
Cricket Icon Plus 2026 Twilight Purple READ DESC,Cricket,Parts Only,64GB,0,29.98,29.98,0,0
Apple iPhone 14 Plus 6 7 Yellow A2632 w 1 Year,Apple,Good - Refurbished,128GB,0,291.62,291.62,0,0
Samsung Galaxy S23 Cream Refurb SM S911U,Samsung,Very Good - Refurbished,128GB,0,221.99,221.99,0,0
Sonim XP8 XP8800 Verizon Rugged Smartphone Good,Sonim,Good - Refurbished,64GB,0,64.99,64.99,0,380
Samsung Galaxy S22 S906U,Samsung,Very Good - Refurbished,128GB,0,180.99,180.99,0,538
Blackview OSCAL MARINE 2 AI Rugged Smartphone 11000mAh Android 15 NFC,OSCAL,Brand New,256GB,0,169,169,0,0
Google Pixel 9 9 Pro 9 Pro XL T Mobile AT&T,Google,Very Good - Refurbished,256GB,0,379.99,489.99,0,0
Samsung Galaxy S21 Plus S21 SM G996U1,Samsung,Very Good - Refurbished,256GB,0,170.99,170.99,0,161
Apple iPhone 13 mini Starlight 90% Battery,Apple,Excellent - Refurbished,128GB,0,249,249,0,0
Motorola Moto G Stylus 2024 XT2419 Caramel Latte,Motorola,Very Good - Refurbished,128GB,0,139.99,139.99,0,0
Kyocera DuraXV Extreme E4810 Verizon 🔓 Rugged Flip Phone,Kyocera,Open Box,,0,149,149,0,54
Kyocera DuraXV Extreme E4810 Verizon 🔓 Rugged Flip Phone,Kyocera,Open Box,,0,149,149,0,54
Apple iPhone 12 Mini Verizon AT&T T Mobile,Apple,Excellent - Refurbished,64GB,0,165.99,231.99,0,20
Apple iPhone 15 Pro Used,Apple,Pre-Owned,512GB,0,494.99,529.99,0,0
Apple iPhone 8 Plus Clean IMEI Verizon At&t Tmobile iOS SmartPhon,Apple,Pre-Owned,64GB,0,83,127,0,0
Samsung Galaxy S21 FE SM G990U Smartphone Grade B,Samsung,Pre-Owned,128GB,0,119.99,119.99,0,117
Motorola Moto G Power 2025 Cricket Wireless Slate Gray Locked,Motorola,Brand New,128GB,0,99.95,99.95,0,358
Apple iPhone 14 Pro Max 6 7 Black A2651 w 1 Year,Apple,Good - Refurbished,256GB,0,475,475,0,558
Motorola Moto G Stylus 2025 Gibraltar Sea Blue,Motorola,Pre-Owned,128GB,0,166.66,166.66,0,0
Rooted RAM OnePlus 8 – setup for Pokémon Go,OnePlus,Pre-Owned,128GB,0,224.95,224.95,0,12
Apple iPhone X Tmobile Space Gray Silver Fair,Apple,Pre-Owned,64GB,0,98,172,0,0
New Sealed Samsung Galaxy S23 S911U Smartphone,Samsung,Brand New,128GB,0,308.42,308.42,0,0
Apple iPhone 15 Pro Max,Apple,Excellent - Refurbished,256GB,0,639,639,0,22
Samsung Galaxy Note 20 SM N981U Phone,Samsung,Very Good - Refurbished,128GB,0,170.99,170.99,0,469
Apple iPhone 7 Plus AT&T T Mobile Verizon Good,Apple,Good - Refurbished,32GB,0,89.99,99.99,0,17
Samsung Galaxy S20 S21 S22 S23 S24 FE Plus Ultra,Samsung,New (Other),128GB,0,182.76,642.37,0,88
NEW SEALED SAMSUNG GALAXY S23 ULTRA S22 ULTRA CDMA,Samsung,Brand New,,0,232,569,0,0
Apple iPhone X A1865 Space Gray Good,Apple,Good - Refurbished,64GB,0,109.99,109.99,0,21
Apple iPhone 15 Pro 6 1 Blue Titanium A2848 w,Apple,Good - Refurbished,128GB,0,444.1,444.1,0,102
Apple iPhone SE 2nd Gen,Apple,Good - Refurbished,64GB,0,119.99,119.99,0,456
Motorola Moto G15 XT2521 RAM International Version New,Motorola,Brand New,128GB,0,117.99,117.99,0,24
Samsung Galaxy A15 2023 Verizon 6 5 Brave Black,Samsung,Very Good - Refurbished,64GB,0,69.99,69.99,0,0
Google Pixel Fold Black G9FPL Functional DF1540,Google,Pre-Owned,256GB,0,289.2,289.2,2.99,0
Motorola Edge 2025 Deep Forest XT2519 6 6'' AT&T T Mobile Cricket Unlock,Motorola,Open Box,256GB,0,249.99,299.99,0,0
Samsung Galaxy Z Flip4 128 256 PINK BLUE BLACK AND PURPLE,Samsung,Very Good - Refurbished,512GB,0,180,180,0,0
Apple iPhone 12 CDMA,Apple,Excellent - Refurbished,64GB,1 YEAR WARRANTY,177.48,196.48,0,502
Samsung Galaxy S24 Plus Verizon ATT TMobile,Samsung,Excellent - Refurbished,512GB,1 YEAR WARRANTY,509.48,509.48,0,0
Xiaomi Redmi Note 12 Ice Blue RAM ROM NEW,Redmi,Brand New,128GB,0,94.58,94.58,0,63
Apple iPhone 8 Great AT&T T Mobile Verizon,Apple,Pre-Owned,,0,104.99,174.99,7.49,0
Apple iPhone 6 AT&T T Mobile Verizon Space Gray Silver,Apple,Pre-Owned,64GB,0,42,73,0,14
Apple iPhone 14 Pro,Apple,Very Good - Refurbished,128GB,0,389.99,419.99,0,81
TIQ mini m5 smartphone physical keyboard touch screen AT&T Verizon T Mobile,,Open Box,,0,199,199,0,0
Apple iPhone 14 Pro 6 1 Black A2650 w 1 Year,Apple,Good - Refurbished,256GB,0,399.31,399.31,0,280
NEW SEALED Samsung Galaxy S20 Ultra SM G988U1,Samsung,Brand New,128GB,0,235,235,0,535
New Sealed Samsung Galaxy Note 20 Ultra N986U CDMA,Samsung,Brand New,128GB,0,249.99,252.99,0,0
Apple iPhone 15 Pro Max Good,Apple,Good - Refurbished,512GB,0,578.86,621.99,0,0
Samsung Galaxy S22 S901U,Samsung,Very Good - Refurbished,256GB,0,180.99,180.99,0,171
TCL 30 SE Space Gray,TCL,Brand New,128GB,0,99.33,99.33,0,0
Apple iPhone SE 3rd Gen Great AT&T T Mobile Verizon,Apple,Pre-Owned,,0,149.99,159.99,6.99,35
Six RANDOM Smartphone Working!,,Pre-Owned,,0,105.97,105.97,0,0
Apple iPhone 13 T Mobile Verizon Smartphone Face ID GOOD,Apple,Pre-Owned,128GB,0,234,378,0,0
Apple iPhone 14 Plus,Apple,Excellent - Refurbished,512GB,0,336.99,336.99,0,0
Samsung Galaxy A35 Xfinity Mobile 6 6in,Samsung,Excellent - Refurbished,128GB,1 Year Warranty,119,119,0,0
Straight Talk Moto G 2025 Mobile Smartphone Cell Phone NEW IN BOX,Motorola,Brand New,128GB,0,69.76,69.76,0,0
Sony Xperia 1 VII Global Model Green Latest Batch XQ FS72,Sony,Brand New,512GB,0,1369,1369,0,0
NEW Sealed Samsung Galaxy Note 20 N981U All Carriers CDMA,Samsung,Brand New,128GB,0,219.7,219.7,0,0
Moto G 2024 Sage Green,Motorola,Excellent - Refurbished,128GB,0,105,105,0,90
Samsung Galaxy A15 Single SIM Smartphone Blue,Samsung,Open Box,128GB,0,114.97,114.97,0,0
45W Fast Charger USB Type C Wall Charger Cable For Samsung Galaxy S20—23 Note 20,Unbranded,Brand New,,0,2.97,2.97,0,101
APPLE IPHONE 16 PLUS ❖SEALED❖,Apple,Brand New,128GB,0,725.95,899.95,0,0
Solana mobile SAGA OV1 Clean IMEI,,Pre-Owned,512GB,0,129.99,129.99,0,0
Apple iPhone 7 AT&T T Mobile Verizon Good Cond,Apple,Good - Refurbished,32GB,0,59.99,69.99,0,14
Apple iPhone 14 Plus AT&T T Mobile Verizon,Apple,Good - Refurbished,128GB,1 YEAR WARRANTY,280.95,280.95,0,176
